category,icon_slug,size,style,file_name,relative_path,raw_url
Layout Row Two Split Top Focus Top Right,layout_row_two_split_top_focus_top_right,16,filled,ic_fluent_layout_row_two_split_top_focus_top_right_16_filled.svg,Layout Row Two Split Top Focus Top Right/SVG/ic_fluent_layout_row_two_split_top_focus_top_right_16_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Layout%20Row%20Two%20Split%20Top%20Focus%20Top%20Right/SVG/ic_fluent_layout_row_two_split_top_focus_top_right_16_filled.svg
Layout Row Two Split Top Focus Top Right,layout_row_two_split_top_focus_top_right,20,filled,ic_fluent_layout_row_two_split_top_focus_top_right_20_filled.svg,Layout Row Two Split Top Focus Top Right/SVG/ic_fluent_layout_row_two_split_top_focus_top_right_20_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Layout%20Row%20Two%20Split%20Top%20Focus%20Top%20Right/SVG/ic_fluent_layout_row_two_split_top_focus_top_right_20_filled.svg
Layout Row Two Split Top Focus Top Right,layout_row_two_split_top_focus_top_right,24,filled,ic_fluent_layout_row_two_split_top_focus_top_right_24_filled.svg,Layout Row Two Split Top Focus Top Right/SVG/ic_fluent_layout_row_two_split_top_focus_top_right_24_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Layout%20Row%20Two%20Split%20Top%20Focus%20Top%20Right/SVG/ic_fluent_layout_row_two_split_top_focus_top_right_24_filled.svg
