category,icon_slug,size,style,file_name,relative_path,raw_url
Video Person Sparkle Off,video_person_sparkle_off,20,filled,ic_fluent_video_person_sparkle_off_20_filled.svg,Video Person Sparkle Off/SVG/ic_fluent_video_person_sparkle_off_20_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Video%20Person%20Sparkle%20Off/SVG/ic_fluent_video_person_sparkle_off_20_filled.svg
Video Person Sparkle Off,video_person_sparkle_off,20,regular,ic_fluent_video_person_sparkle_off_20_regular.svg,Video Person Sparkle Off/SVG/ic_fluent_video_person_sparkle_off_20_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Video%20Person%20Sparkle%20Off/SVG/ic_fluent_video_person_sparkle_off_20_regular.svg
Video Person Sparkle Off,video_person_sparkle_off,24,filled,ic_fluent_video_person_sparkle_off_24_filled.svg,Video Person Sparkle Off/SVG/ic_fluent_video_person_sparkle_off_24_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Video%20Person%20Sparkle%20Off/SVG/ic_fluent_video_person_sparkle_off_24_filled.svg
Video Person Sparkle Off,video_person_sparkle_off,24,regular,ic_fluent_video_person_sparkle_off_24_regular.svg,Video Person Sparkle Off/SVG/ic_fluent_video_person_sparkle_off_24_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Video%20Person%20Sparkle%20Off/SVG/ic_fluent_video_person_sparkle_off_24_regular.svg
