category,icon_slug,size,style,file_name,relative_path,raw_url
Table Default,table_default,32,filled,ic_fluent_table_default_32_filled.svg,Table Default/SVG/ic_fluent_table_default_32_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Table%20Default/SVG/ic_fluent_table_default_32_filled.svg
Table Default,table_default,32,regular,ic_fluent_table_default_32_regular.svg,Table Default/SVG/ic_fluent_table_default_32_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Table%20Default/SVG/ic_fluent_table_default_32_regular.svg
