category,icon_slug,size,style,file_name,relative_path,raw_url
Text Paragraph Direction Left,text_paragraph_direction_left,16,filled,ic_fluent_text_paragraph_direction_left_16_filled.svg,Text Paragraph Direction Left/SVG/ic_fluent_text_paragraph_direction_left_16_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Text%20Paragraph%20Direction%20Left/SVG/ic_fluent_text_paragraph_direction_left_16_filled.svg
Text Paragraph Direction Left,text_paragraph_direction_left,16,regular,ic_fluent_text_paragraph_direction_left_16_regular.svg,Text Paragraph Direction Left/SVG/ic_fluent_text_paragraph_direction_left_16_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Text%20Paragraph%20Direction%20Left/SVG/ic_fluent_text_paragraph_direction_left_16_regular.svg
Text Paragraph Direction Left,text_paragraph_direction_left,20,filled,ic_fluent_text_paragraph_direction_left_20_filled.svg,Text Paragraph Direction Left/SVG/ic_fluent_text_paragraph_direction_left_20_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Text%20Paragraph%20Direction%20Left/SVG/ic_fluent_text_paragraph_direction_left_20_filled.svg
Text Paragraph Direction Left,text_paragraph_direction_left,20,regular,ic_fluent_text_paragraph_direction_left_20_regular.svg,Text Paragraph Direction Left/SVG/ic_fluent_text_paragraph_direction_left_20_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Text%20Paragraph%20Direction%20Left/SVG/ic_fluent_text_paragraph_direction_left_20_regular.svg
Text Paragraph Direction Left,text_paragraph_direction_left,24,filled,ic_fluent_text_paragraph_direction_left_24_filled.svg,Text Paragraph Direction Left/SVG/ic_fluent_text_paragraph_direction_left_24_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Text%20Paragraph%20Direction%20Left/SVG/ic_fluent_text_paragraph_direction_left_24_filled.svg
Text Paragraph Direction Left,text_paragraph_direction_left,24,regular,ic_fluent_text_paragraph_direction_left_24_regular.svg,Text Paragraph Direction Left/SVG/ic_fluent_text_paragraph_direction_left_24_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Text%20Paragraph%20Direction%20Left/SVG/ic_fluent_text_paragraph_direction_left_24_regular.svg
