category,icon_slug,size,style,file_name,relative_path,raw_url
Emoji Sparkle,emoji_sparkle,16,filled,ic_fluent_emoji_sparkle_16_filled.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_16_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_16_filled.svg
Emoji Sparkle,emoji_sparkle,16,regular,ic_fluent_emoji_sparkle_16_regular.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_16_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_16_regular.svg
Emoji Sparkle,emoji_sparkle,20,filled,ic_fluent_emoji_sparkle_20_filled.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_20_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_20_filled.svg
Emoji Sparkle,emoji_sparkle,20,regular,ic_fluent_emoji_sparkle_20_regular.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_20_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_20_regular.svg
Emoji Sparkle,emoji_sparkle,24,filled,ic_fluent_emoji_sparkle_24_filled.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_24_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_24_filled.svg
Emoji Sparkle,emoji_sparkle,24,regular,ic_fluent_emoji_sparkle_24_regular.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_24_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_24_regular.svg
Emoji Sparkle,emoji_sparkle,28,filled,ic_fluent_emoji_sparkle_28_filled.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_28_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_28_filled.svg
Emoji Sparkle,emoji_sparkle,28,regular,ic_fluent_emoji_sparkle_28_regular.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_28_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_28_regular.svg
Emoji Sparkle,emoji_sparkle,32,filled,ic_fluent_emoji_sparkle_32_filled.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_32_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_32_filled.svg
Emoji Sparkle,emoji_sparkle,32,regular,ic_fluent_emoji_sparkle_32_regular.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_32_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_32_regular.svg
Emoji Sparkle,emoji_sparkle,48,filled,ic_fluent_emoji_sparkle_48_filled.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_48_filled.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_48_filled.svg
Emoji Sparkle,emoji_sparkle,48,regular,ic_fluent_emoji_sparkle_48_regular.svg,Emoji Sparkle/SVG/ic_fluent_emoji_sparkle_48_regular.svg,https://raw.githubusercontent.com/microsoft/fluentui-system-icons/refs/heads/main/assets/Emoji%20Sparkle/SVG/ic_fluent_emoji_sparkle_48_regular.svg
