IconKeyValue,Keywords
ic_fluent_checkbox_unchecked_16_regular,box:0.7360 square:0.2631 stop:0.1337
ic_fluent_crop_24_regular,crop:0.9405 photoshop:0.2106 resize:0.1731
ic_fluent_divider_short_24_filled,
ic_fluent_slide_add_24_regular,
ic_fluent_channel_28_filled,
ic_fluent_app_store_24_filled,
ic_fluent_savings_24_regular,puzzle-piece:0.1059
ic_fluent_weather_rain_snow_20_filled,rain:0.5514 snow:0.1061
ic_fluent_checkmark_lock_24_regular,deadline:0.1293
ic_fluent_group_24_regular,
ic_fluent_note_add_20_filled,
ic_fluent_tv_24_regular,monitor:0.7511 tv:0.5388 computer:0.3180 television:0.2900 desktop:0.2442 screen:0.1849 lcd:0.1562
ic_fluent_call_missed_28_filled,server:0.3441 safe:0.2726 private:0.2656 database:0.2384 persona:0.2133 user-account:0.1834 protection:0.1377 protected:0.1167 personal-account:0.1139 personal-profile:0.1118
ic_fluent_location_off_24_regular,
ic_fluent_flashlight_off_24_filled,geography:0.1664
ic_fluent_video_28_filled,record:0.2547 video-camera:0.1312 recording:0.1063
ic_fluent_comment_arrow_left_20_filled,
ic_fluent_folder_swap_20_regular,update:0.1067
ic_fluent_font_space_tracking_out_20_regular,router:0.1893
ic_fluent_dock_panel_right_48_regular,
ic_fluent_calendar_reply_20_regular,wallet:0.2528 browser:0.1360
ic_fluent_document_add_28_regular,
ic_fluent_food_egg_16_regular,
ic_fluent_class_24_filled,bookmark:0.1467 floppy-disk:0.1274 disk:0.1149
ic_fluent_ribbon_16_regular,lamp:0.1167 blender:0.1010
ic_fluent_info_16_filled,
ic_fluent_currency_dollar_euro_16_filled,
ic_fluent_store_microsoft_24_regular,briefcase:0.5168 suitcase:0.5103 first-aid-kit:0.2316
ic_fluent_slide_hide_24_filled,
ic_fluent_clipboard_link_24_regular,clipboard:0.3045
ic_fluent_call_exclamation_20_regular,telephone:0.4983 headset:0.2363
ic_fluent_cursor_hover_off_24_regular,
ic_fluent_shape_union_20_regular,newspaper:0.2080
ic_fluent_person_mail_16_filled,
ic_fluent_likert_20_regular,server:0.4946 blog:0.1355 newspaper:0.1153
ic_fluent_star_16_regular,nature:0.2410 summer:0.1941 plant:0.1670 beach:0.1475 garden:0.1350
ic_fluent_toggle_right_16_regular,switch:0.1210
ic_fluent_document_page_top_center_20_regular,
ic_fluent_wifi_protected_24_regular,rainbow:0.1804
ic_fluent_text_font_size_20_filled,
ic_fluent_phone_span_in_24_filled,
ic_fluent_arrow_down_16_regular,plant:0.4492 nature:0.3216 cactus:0.1726 leaves:0.1347
ic_fluent_ribbon_star_20_regular,skull:0.1023
ic_fluent_signature_20_regular,
ic_fluent_folder_add_28_regular,
ic_fluent_chat_off_24_filled,cheese:0.1338
ic_fluent_notebook_lightning_24_regular,newspaper:0.1082
ic_fluent_weather_sunny_high_48_regular,beach:0.3425 summer:0.2173 island:0.1318
ic_fluent_patient_24_regular,newspaper:0.2102 passport:0.1266 job:0.1247 resume:0.1090 cv:0.1017
ic_fluent_incognito_24_filled,
ic_fluent_dark_theme_24_filled,shield:0.1074
ic_fluent_keyboard_24_filled,keyboard:0.2365 tape:0.2203 cassette-tape:0.1828 cassette:0.1624
ic_fluent_compass_northwest_24_filled,seamless:0.2594
ic_fluent_toggle_left_28_regular,switch:0.2283 toggle:0.1563
ic_fluent_lightbulb_20_filled,light-bulb:0.1351
ic_fluent_immersive_reader_20_regular,door:0.1170
ic_fluent_table_delete_row_24_filled,box:0.1887 thumbnail:0.1263 list:0.1126
ic_fluent_emoji_hand_24_regular,easter-chocolate:0.4411 easter-egg:0.4339 happy-easter:0.3403 easter-decoration:0.3226 easter-eggs:0.3076 easter-egg-hunt:0.2926 wedding:0.1021
ic_fluent_video_360_24_regular,graph:0.3450 bar-chart:0.1341 diagram:0.1269
ic_fluent_toolbox_20_regular,briefcase:0.5169 toolbox:0.1445 suitcase:0.1367 work:0.1345
ic_fluent_ruler_24_filled,iphone:0.3417 cell-phone:0.2296 applications:0.1738 mobile-phone:0.1603 phone:0.1033 domino:0.1025
ic_fluent_sport_american_football_24_regular,football:0.8349 american-football:0.5813 rugby:0.5320 ball:0.1345
ic_fluent_chat_48_filled,chat:0.2803 message:0.2419 discussion:0.1941
ic_fluent_channel_24_regular,next:0.1097
ic_fluent_shifts_prohibited_24_filled,
ic_fluent_service_bell_24_regular,cake:0.2045 beanie:0.1396 hat:0.1294 dessert:0.1246
ic_fluent_bookmark_24_filled,bookmark:0.8092 favorite:0.1607 ribbon:0.1090
ic_fluent_alert_on_24_filled,tremor:0.3774 graze:0.3659 crest:0.3038 pulse:0.2705 tide:0.2501 oscillation:0.2413 beating:0.2228 badge:0.2022 latest-technology:0.1966 outbreak:0.1878
ic_fluent_image_edit_20_filled,
ic_fluent_open_off_48_regular,arrow:0.3643 move:0.2125
ic_fluent_person_24_filled,
ic_fluent_hdr_24_filled,more:0.2297 multimedia:0.2011 video:0.1285
ic_fluent_call_inbound_20_filled,
ic_fluent_copy_20_filled,book:0.7707 learn:0.1236 library:0.1008
ic_fluent_arrow_forward_16_regular,wind:0.7139 weather:0.5106 forecast:0.1983 air:0.1906 arrow:0.1737 weather-forecast:0.1702 seasons:0.1370 direction:0.1333 weather-elements:0.1307 weather-element:0.1199
ic_fluent_slide_multiple_24_filled,computer:0.1238 desktop:0.1152
ic_fluent_slide_text_28_regular,
ic_fluent_open_off_48_filled,arrow:0.1841
ic_fluent_star_three_quarter_20_filled,nature:0.1559 star:0.1280
ic_fluent_chevron_down_28_filled,down:0.4890 arrow-down:0.1144
ic_fluent_battery_1_24_filled,battery:0.4500
ic_fluent_tv_20_filled,monitor:0.5725 tv:0.1757 computer:0.1101
ic_fluent_save_edit_24_regular,
ic_fluent_eraser_small_24_filled,relax:0.1039
ic_fluent_image_add_24_filled,seamless:0.4068
ic_fluent_caret_up_20_filled,beanie:0.2424 headwear:0.1184 baseball-cap:0.1093 breakfast:0.1077
ic_fluent_preview_link_20_filled,browser:0.4580 web-page:0.3643 website:0.3092 seo:0.1401
ic_fluent_multiselect_20_regular,list:0.5583 bullet-list:0.5452 menu:0.1170 list-view:0.1108
ic_fluent_star_prohibited_16_filled,
ic_fluent_folder_arrow_up_48_regular,add-folder:0.4255 download-folder:0.2703 folder-download:0.1732 delete-folder:0.1550 new-folder:0.1240 remove-folder:0.1058
ic_fluent_document_page_top_right_24_regular,package:0.3154 box:0.2611
ic_fluent_chat_off_20_filled,cheese:0.3507
ic_fluent_add_circle_20_filled,sphere:0.1471
ic_fluent_money_16_regular,
ic_fluent_search_shield_20_filled,
ic_fluent_dismiss_circle_48_filled,
ic_fluent_accessibility_16_filled,robot:0.1634
ic_fluent_arrow_autofit_width_24_filled,bus:0.2078 car:0.1628 transportation:0.1329 caravan:0.1320
ic_fluent_read_aloud_24_filled,
ic_fluent_table_simple_48_filled,calculator:0.7673 calculate:0.1750 menu:0.1664 mathematics:0.1524 calculation:0.1458
ic_fluent_timer_3_24_regular,
ic_fluent_book_contacts_28_filled,protection:0.2411 book:0.1438 ipad:0.1006
ic_fluent_cellular_data_4_20_regular,arrow:0.3917
ic_fluent_glance_24_filled,
ic_fluent_info_shield_20_filled,toilet-paper:0.1169
ic_fluent_decimal_arrow_right_24_filled,graph:0.1124
ic_fluent_highlight_20_regular,shopping-cart:0.1107
ic_fluent_lock_shield_48_filled,lock:0.5492 protection:0.3999 padlock:0.1574
ic_fluent_call_park_48_regular,call:0.4292 telephone:0.3787 calling:0.2105 landline:0.1605 dial:0.1431 calls:0.1378 receiver:0.1199 emergency-call:0.1161 communicate:0.1112 talk:0.1104
ic_fluent_food_egg_24_filled,
ic_fluent_compose_28_regular,edit:0.1994
ic_fluent_person_accounts_24_filled,
ic_fluent_table_simple_16_filled,calculator:0.3431
ic_fluent_text_color_20_regular,
ic_fluent_weather_duststorm_24_regular,
ic_fluent_text_line_spacing_24_filled,
ic_fluent_tent_16_filled,camping:0.1830 tent:0.1636
ic_fluent_clipboard_text_20_regular,clipboard:0.4361 paper:0.1730 file:0.1326 contract:0.1306
ic_fluent_people_call_20_filled,summer:0.1017
ic_fluent_clock_alarm_24_filled,
ic_fluent_channel_add_20_regular,
ic_fluent_calendar_question_mark_16_filled,
ic_fluent_serial_port_24_filled,password:0.1224
ic_fluent_textbox_vertical_20_regular,pause:0.7532 stop:0.1545 pause-button:0.1127
ic_fluent_emoji_angry_24_filled,
ic_fluent_cloud_sync_20_regular,machine:0.1136 robot:0.1057
ic_fluent_home_person_20_regular,house:0.3634 protection:0.1504 shopping:0.1031
ic_fluent_backpack_28_filled,school-bag:0.2287 backpack:0.1688 purse:0.1588 rucksack:0.1567
ic_fluent_window_multiple_20_regular,tablet:0.1805
ic_fluent_text_column_three_20_regular,brick-wall:0.3823 bricks:0.3601 brick:0.3007 wall:0.2300 architecture:0.1320 construction:0.1295
ic_fluent_star_prohibited_20_regular,
ic_fluent_chevron_right_48_filled,next:0.3926 chevron:0.1729 move:0.1507 caret:0.1405 arrow-right:0.1352 right:0.1320 more:0.1165
ic_fluent_arrow_hook_down_left_24_regular,arrow:0.8246 way:0.3152 archery:0.1383 loop:0.1055
ic_fluent_bookmark_multiple_20_filled,bookmark:0.4518 favorite:0.1282
ic_fluent_leaf_two_20_regular,diamond:0.1158
ic_fluent_cellular_data_1_24_filled,signal:0.7483 graph:0.2985 bars:0.1656 signal-strength:0.1557 signal-bars:0.1237 mobile-signal:0.1156
ic_fluent_checkbox_arrow_right_24_regular,
ic_fluent_slide_search_28_filled,database:0.2455 server:0.2163
ic_fluent_weather_rain_showers_night_48_filled,rain:0.7635 sky:0.3773 storm:0.3057 thunder:0.2961 lightning:0.2910 cloud:0.2830 climate:0.2748
ic_fluent_tab_desktop_image_20_filled,
ic_fluent_vehicle_cab_24_filled,car:0.4666 taxi:0.3184 cab:0.2486 toaster:0.1090
ic_fluent_vehicle_subway_20_regular,bus:0.7252 truck:0.2898 train:0.1790
ic_fluent_router_24_filled,vacation:0.2531 beach:0.2281 cloud:0.2102 rainbow:0.1865 umbrella:0.1834 summer:0.1830 nature:0.1068
ic_fluent_insert_20_filled,printer:0.2757 equipment:0.1173
ic_fluent_star_three_quarter_16_filled,beach:0.2059 vacation:0.1925 summer:0.1363 seaside:0.1044
ic_fluent_fingerprint_24_filled,
ic_fluent_clipboard_text_24_regular,clipboard:0.5635
ic_fluent_midi_24_regular,piano:0.1176
ic_fluent_vehicle_car_48_regular,car:0.8982
ic_fluent_shape_union_24_filled,
ic_fluent_calendar_empty_16_filled,web-page:0.1460 webpage:0.1448 browser:0.1302 window:0.1282
ic_fluent_status_24_regular,
ic_fluent_book_number_20_regular,furniture:0.1280
ic_fluent_voicemail_20_regular,oven:0.1376 socket:0.1184
ic_fluent_toggle_left_16_regular,
ic_fluent_dock_panel_left_48_regular,layout:0.4973 sidebar:0.1572 window:0.1361 template:0.1136
ic_fluent_star_one_quarter_20_filled,
ic_fluent_bluetooth_disabled_24_regular,soccer:0.1184
ic_fluent_play_circle_24_regular,play:0.1888
ic_fluent_important_20_filled,exclamation:0.5817 warning:0.2046 exclamation-mark:0.1029
ic_fluent_calligraphy_pen_24_regular,
ic_fluent_video_360_20_filled,seo:0.1013
ic_fluent_collections_add_20_regular,trash:0.1033
ic_fluent_collections_add_24_regular,
ic_fluent_music_note_2_16_regular,music:0.2348 music-note:0.1195
ic_fluent_person_available_20_filled,
ic_fluent_weather_fog_48_filled,cloud:0.4456 fog:0.3100 database:0.1213 server:0.1161
ic_fluent_voicemail_28_filled,
ic_fluent_handshake_20_regular,swirls:0.1506 ornaments:0.1458 wild:0.1396
ic_fluent_battery_9_24_regular,battery:0.9292 full:0.3141 full-battery:0.1257 battery-level:0.1030
ic_fluent_drink_margarita_20_regular,
ic_fluent_weather_moon_off_24_regular,
ic_fluent_puzzle_cube_24_filled,
ic_fluent_dialpad_24_regular,bold:0.8878 nope:0.8760 sold:0.8606 gold:0.8055 number:0.2135 formation:0.1630 cloying:0.1237 beating:0.1010
ic_fluent_flag_16_regular,flagged:0.3790 banner:0.1355 flagging:0.1011
ic_fluent_document_page_bottom_right_20_regular,graph:0.2741
ic_fluent_arrow_curve_up_left_20_filled,horoscope:0.1243
ic_fluent_emoji_laugh_24_filled,
ic_fluent_archive_48_regular,cabinet:0.4744 drawer:0.2457 archive:0.1767 furniture:0.1727 drawers:0.1571
ic_fluent_tab_24_filled,stop:0.7172 square:0.4002 box:0.2405 symmetrical:0.1366
ic_fluent_arrow_sync_20_regular,leaves:0.2203 wreath:0.1180
ic_fluent_tab_add_24_filled,
ic_fluent_shape_exclude_20_filled,copy:0.2162 duplicate:0.2090 layer:0.1418 layers:0.1091
ic_fluent_tent_48_regular,mountain:0.4838 hill:0.2764 architecture:0.1613 climb:0.1274 tent:0.1088 danger:0.1078
ic_fluent_presence_unknown_16_regular,
ic_fluent_gif_24_filled,
ic_fluent_backpack_add_48_regular,protection:0.2867 real-estate:0.1072
ic_fluent_table_20_regular,grid:0.2567
ic_fluent_food_toast_16_filled,box:0.1504 window:0.1155
ic_fluent_text_column_two_right_24_filled,equalizer:0.1746 bullet-list:0.1082
ic_fluent_people_search_24_regular,ship:0.1429
ic_fluent_folder_add_28_filled,
ic_fluent_arrow_right_16_regular,arrow:0.5728
ic_fluent_document_width_20_filled,
ic_fluent_snooze_16_filled,
ic_fluent_tab_desktop_new_page_20_regular,
ic_fluent_eraser_segment_24_filled,beauty:0.2041 makeup:0.1215
ic_fluent_contact_card_group_24_regular,
ic_fluent_error_circle_12_filled,
ic_fluent_more_horizontal_20_regular,more:0.4410 dots:0.2636 punctuation:0.1575 ellipsis:0.1564 option:0.1199
ic_fluent_hd_24_filled,equalizer:0.1692
ic_fluent_folder_arrow_right_28_filled,
ic_fluent_calendar_sync_20_filled,
ic_fluent_channel_arrow_left_16_filled,
ic_fluent_content_settings_24_filled,calculator:0.8357 accounting:0.2011 gold:0.1845 calculation:0.1345
ic_fluent_calendar_cancel_16_filled,browser:0.2269
ic_fluent_clipboard_code_20_filled,diploma:0.1812 certificate:0.1402
ic_fluent_channel_48_filled,scale:0.1432
ic_fluent_document_error_16_regular,chip:0.1199 cpu:0.1139 memory:0.1013
ic_fluent_reward_16_regular,machine:0.2166 cctv:0.1468 surveillance:0.1422 privacy:0.1300
ic_fluent_drink_beer_24_filled,beer:0.8869 beer-mug:0.3557 pint:0.3208 mug:0.3198 beer-glass:0.2829 pub:0.2108 alcohol:0.2107 cup:0.1884 glass:0.1776 bar:0.1050
ic_fluent_clipboard_link_16_regular,
ic_fluent_tab_shield_dismiss_24_filled,wallet:0.1954 protection:0.1571 secure:0.1000
ic_fluent_checkbox_person_24_filled,
ic_fluent_thinking_20_regular,protection:0.1374 server:0.1236
ic_fluent_chevron_up_48_regular,up:0.5311 top:0.4008 collapse:0.1067
ic_fluent_prohibited_20_regular,lunch:0.1858 plate:0.1332 pasta:0.1168
ic_fluent_fps_240_24_regular,
ic_fluent_weather_hail_day_48_regular,
ic_fluent_leaf_two_16_filled,present:0.2386
ic_fluent_add_circle_16_regular,
ic_fluent_drink_margarita_24_regular,
ic_fluent_note_24_filled,
ic_fluent_video_switch_24_regular,chair:0.2869 seat:0.1088
ic_fluent_drink_wine_16_filled,wine-glass:0.1909 glass:0.1416
ic_fluent_animal_rabbit_16_filled,3d:0.1003
ic_fluent_document_arrow_left_24_filled,
ic_fluent_more_horizontal_28_regular,more:0.7601 dots:0.2866 menu:0.1251
ic_fluent_fast_forward_24_filled,fast-forward:0.1128
ic_fluent_link_48_filled,loop:0.4182 link:0.2738 chain:0.1892 repeat:0.1619 hyperlink:0.1550 shuffle:0.1028
ic_fluent_arrow_down_12_filled,number:0.1367
ic_fluent_eye_show_24_regular,speedometer:0.2814 gauge:0.1671
ic_fluent_arrow_right_28_filled,right:0.6978 arrow:0.6458 right-arrow:0.3703 directions:0.3363 direction:0.3360 process:0.2693 line:0.2572 arrow-right:0.2541 move-right:0.2357 moving:0.2319
ic_fluent_couch_24_filled,sofa:0.2338 couch:0.1451
ic_fluent_calculator_20_regular,calculator:0.9700 calculate:0.2707 mathematics:0.2623 calculation:0.1694 maths:0.1620 accounting:0.1561 math:0.1075
ic_fluent_slide_search_24_regular,server:0.1161
ic_fluent_call_28_regular,telephone:0.2328 calling:0.1107
ic_fluent_arrow_redo_24_filled,
ic_fluent_book_contacts_24_regular,protection:0.1846 bible:0.1132
ic_fluent_cellular_data_4_24_filled,arrow:0.8959 direction-arrow:0.1012
ic_fluent_link_square_12_regular,
ic_fluent_tent_48_filled,architecture:0.1952 tent:0.1167
ic_fluent_text_column_one_20_regular,menu:0.3793 align:0.1485
ic_fluent_book_open_20_regular,window:0.1360
ic_fluent_resize_image_24_regular,
ic_fluent_paint_brush_24_regular,paint-brush:0.8984 brush:0.7100 color:0.1701 art:0.1547 paint:0.1029
ic_fluent_phone_arrow_right_20_filled,apple:0.1681 medicine:0.1343 medical:0.1228
ic_fluent_arrow_circle_up_20_regular,
ic_fluent_play_24_regular,hand-drawn:0.1079
ic_fluent_doctor_24_regular,health:0.5244 healthcare:0.2863 plus:0.1754 pulse:0.1638 mental-health:0.1322
ic_fluent_stop_20_regular,square:0.6286 box:0.2874 symmetrical:0.2689 border:0.2311 stop:0.2029 frame:0.1924 rectangle:0.1515
ic_fluent_font_decrease_20_regular,
ic_fluent_drink_beer_16_regular,beer:0.8910 pint:0.3902 beer-mug:0.3384 beer-glass:0.2026
ic_fluent_immersive_reader_24_regular,bookmark:0.1559
ic_fluent_ticket_diagonal_24_regular,ticket:0.1379
ic_fluent_comment_arrow_right_12_regular,
ic_fluent_star_arrow_right_start_24_filled,
ic_fluent_dock_panel_right_20_filled,
ic_fluent_sticker_20_regular,
ic_fluent_speaker_0_20_filled,volume:0.8600 audio:0.3799 low-volume:0.1733 low:0.1638 loud:0.1526 silent:0.1497 mute:0.1432 quiet:0.1162
ic_fluent_calendar_sync_24_regular,wallet:0.2045
ic_fluent_dentist_16_filled,
ic_fluent_flag_pride_48_filled,flags:0.1871 banner:0.1842 flagged:0.1666 national:0.1636 goal:0.1182
ic_fluent_f_stop_24_filled,arrow:0.4083 way:0.1364 staircase:0.1272 stairs:0.1164
ic_fluent_weather_rain_snow_20_regular,rain:0.8180 storm:0.4756 wind:0.4550 climate:0.4296 rainy:0.2479 thunder:0.2250 cloudy:0.1834 windy:0.1738 weather:0.1446 lightning:0.1426
ic_fluent_video_person_24_regular,
ic_fluent_animal_dog_24_filled,
ic_fluent_person_circle_20_regular,
ic_fluent_vehicle_ship_24_regular,
ic_fluent_text_wrap_24_regular,
ic_fluent_music_note_1_20_regular,music-note:0.1987 music:0.1956 playlist:0.1830 audio:0.1096
ic_fluent_column_triple_24_regular,barcode:0.8349 scan:0.3781 map:0.3411 bar-code:0.1354
ic_fluent_font_space_tracking_in_16_filled,
ic_fluent_text_word_count_20_regular,gate:0.1247
ic_fluent_question_20_regular,question:0.1900 faq:0.1103
ic_fluent_earth_20_regular,elements:0.1926
ic_fluent_chevron_down_24_filled,bird:0.1732 bikini:0.1049
ic_fluent_news_20_regular,newspaper:0.2645
ic_fluent_person_available_24_regular,protection:0.1270
ic_fluent_drink_to_go_24_filled,cup:0.8053 drink:0.2566 coffee:0.1938 beverage:0.1496 glass:0.1333
ic_fluent_info_16_regular,chip:0.1214
ic_fluent_keyboard_20_regular,
ic_fluent_channel_dismiss_48_regular,
ic_fluent_inking_tool_20_regular,
ic_fluent_fps_30_16_filled,
ic_fluent_resize_small_20_filled,focus:0.5870 zoom:0.1501 maximize:0.1265 guide:0.1260 transfer:0.1141 aim:0.1093
ic_fluent_star_prohibited_20_filled,
ic_fluent_tag_question_mark_24_filled,shield:0.2121 lock:0.1552 protection:0.1188
ic_fluent_chat_warning_24_filled,language:0.1187 exclamation:0.1124 speak:0.1093
ic_fluent_video_person_star_20_regular,
ic_fluent_arrow_right_24_regular,right:0.2640 arrow:0.2183 decorative:0.1872 sky:0.1564
ic_fluent_tabs_24_regular,copy:0.3571 paste:0.1315 files:0.1189
ic_fluent_point_scan_24_filled,
ic_fluent_briefcase_medical_24_filled,first-aid-kit:0.3867 suitcase:0.1631 first-aid:0.1069
ic_fluent_flag_48_regular,flagged:0.3115
ic_fluent_mail_inbox_all_24_regular,
ic_fluent_approvals_app_24_filled,swirl:0.3268 arrow:0.1967 way:0.1450
ic_fluent_text_strikethrough_20_regular,
ic_fluent_mail_read_20_regular,
ic_fluent_channel_arrow_left_28_regular,box:0.2505 logistic:0.1882 parcel:0.1246 package:0.1167
ic_fluent_select_object_24_regular,frame:0.1627
ic_fluent_caret_down_20_regular,underwear:0.5115 panties:0.3357 down:0.1933 arrow:0.1157
ic_fluent_comment_mention_20_filled,
ic_fluent_contact_card_group_48_filled,
ic_fluent_approvals_app_20_regular,arrow:0.2099
ic_fluent_weather_hail_night_24_filled,snow:0.6075 rain:0.4020 snowing:0.2229 cold:0.1859 nature:0.1832 cloud:0.1655 weather-forecast:0.1342 weather:0.1209 forecast:0.1190
ic_fluent_tag_question_mark_24_regular,persona:0.7437 personal-profile:0.6036 user-account:0.5980 user-profiles:0.5904 personal-avatar:0.5747 user-avatars:0.5267 account-types:0.4999 personal-account:0.4769 user-accounts:0.4613 accounts:0.4575
ic_fluent_text_direction_rotate_90_24_regular,
ic_fluent_tab_desktop_arrow_clockwise_20_filled,
ic_fluent_inking_tool_24_regular,funnel:0.1666 filter:0.1178
ic_fluent_cursor_hover_32_filled,update:0.2601 upload:0.1686 uploading:0.1043
ic_fluent_link_28_regular,
ic_fluent_archive_20_regular,
ic_fluent_camera_add_48_filled,calendar:0.2535 package:0.1403 suitcase:0.1159 briefcase:0.1080 box:0.1030
ic_fluent_text_position_line_24_regular,
ic_fluent_conference_room_20_filled,sold:0.6571 gold:0.6447 nope:0.6404 bold:0.5947
ic_fluent_mic_on_24_filled,microphone:0.6051 mic:0.3057
ic_fluent_directions_24_filled,
ic_fluent_battery_0_24_regular,battery:0.9101 full:0.1467
ic_fluent_glasses_16_regular,vr:0.1046
ic_fluent_currency_dollar_rupee_24_filled,
ic_fluent_video_person_20_regular,protection:0.3354 vault:0.2436 safe:0.2287 lock:0.1506 locker:0.1085
ic_fluent_battery_warning_24_regular,
ic_fluent_caret_right_24_regular,play:0.5449 song:0.1468 music:0.1140
ic_fluent_dual_screen_lock_24_filled,
ic_fluent_calendar_week_numbers_24_regular,dice:0.3706 box:0.1866
ic_fluent_slide_settings_24_filled,
ic_fluent_weather_rain_showers_day_48_filled,rain:0.6741 thunder:0.3050 storm:0.2982 climate:0.2875 sky:0.2416 cloud:0.2385 lightning:0.2349 weather:0.1473 raining:0.1107 bold:0.1063
ic_fluent_arrow_trending_24_filled,arrow:0.2900 down:0.1224 way:0.1071
ic_fluent_predictions_24_filled,
ic_fluent_text_bullet_list_square_20_filled,bullet-list:0.4690 list:0.4252 menu:0.2163 equalizer:0.1214
ic_fluent_open_folder_16_filled,arrow:0.4019
ic_fluent_compose_20_filled,edit:0.5287
ic_fluent_arrow_right_20_regular,arrow:0.2458 wind:0.1875 night:0.1400
ic_fluent_document_unknown_20_filled,
ic_fluent_people_16_regular,
ic_fluent_slide_layout_20_filled,blog:0.1539
ic_fluent_checkmark_48_regular,check-mark:0.6633 correct:0.2515 accept:0.2276 tick:0.1418 check:0.1311 vote:0.1061
ic_fluent_arrow_hook_up_right_28_filled,arrow:0.8557 way:0.5662 turn:0.4213 next:0.2282
ic_fluent_view_desktop_20_filled,monitor:0.7159 computer:0.5481 lcd:0.3012 desktop:0.1691 tv:0.1249
ic_fluent_desktop_speaker_off_24_regular,monitor:0.6423 lcd:0.1717 desktop:0.1191
ic_fluent_convert_to_text_24_filled,transfer:0.1198
ic_fluent_eraser_medium_24_regular,
ic_fluent_folder_add_24_filled,box:0.2714 package:0.1115
ic_fluent_animal_rabbit_20_filled,
ic_fluent_ruler_16_filled,gold:0.1266 furniture:0.1052 nope:0.1014
ic_fluent_double_swipe_down_24_regular,camping:0.1163
ic_fluent_read_aloud_20_filled,
ic_fluent_desktop_arrow_right_20_regular,
ic_fluent_image_globe_24_filled,
ic_fluent_vault_16_regular,
ic_fluent_image_off_24_filled,landscape:0.1784 view:0.1401 map:0.1259 mountain:0.1139 painting:0.1032
ic_fluent_document_footer_remove_24_filled,
ic_fluent_bluetooth_20_filled,
ic_fluent_doctor_48_regular,pharmacy:0.2370 plus:0.1620 health:0.1607 red-cross:0.1425 healthcare:0.1132 first-aid:0.1011
ic_fluent_text_hanging_20_regular,
ic_fluent_person_board_16_filled,
ic_fluent_arrow_hook_up_left_28_regular,arrow:0.5347 turn:0.4036 undo:0.2453 back:0.1947 way:0.1549 u-turn:0.1333 loop:0.1227
ic_fluent_cursor_24_filled,
ic_fluent_backpack_24_regular,purse:0.3134 bag:0.2916 school-bag:0.1204 bags:0.1039
ic_fluent_add_24_filled,plus:0.7901 add:0.6596 addition:0.5911 more:0.3854 plus-sign:0.3427 sum:0.2215 math:0.1986 plus-symbol:0.1652 maths:0.1456 calculate:0.1275
ic_fluent_document_pdf_20_regular,printer:0.1140 memory:0.1130
ic_fluent_text_24_regular,pole:0.3479 signage:0.1755
ic_fluent_attach_16_filled,isometric:0.2477 scalextric:0.2404 slot-car:0.2341 ninco:0.2063 race-track:0.1973 architecture:0.1645 brick:0.1092 blocks:0.1063
ic_fluent_arrow_maximize_20_filled,arrow:0.5128 resize:0.4305 stairs:0.3652 expand:0.2729 down:0.2084 maximize:0.1619 move:0.1614 way:0.1289 archery:0.1117
ic_fluent_presence_blocked_10_regular,guilloche:0.2595 symmetric:0.2391 landscape:0.1680 elements:0.1453
ic_fluent_weather_snow_20_filled,rain:0.2256 wind:0.2243
ic_fluent_arrow_right_24_filled,right:0.3088 arrow:0.1832 decorative:0.1675 right-arrow:0.1372 directions:0.1027 sky:0.1020
ic_fluent_color_fill_24_regular,
ic_fluent_badge_24_regular,
ic_fluent_tv_48_regular,monitor:0.6384 tv:0.2462 screen:0.1783 desktop:0.1371
ic_fluent_document_20_regular,file:0.3286 new-file:0.1996
ic_fluent_weather_squalls_20_regular,wind:0.3545
ic_fluent_person_mail_16_regular,cake:0.1676 birthday:0.1410
ic_fluent_speaker_off_20_regular,
ic_fluent_fluid_24_filled,
ic_fluent_video_360_20_regular,
ic_fluent_vault_20_filled,
ic_fluent_document_28_regular,file:0.6986 paper:0.3560 document:0.1387 doc:0.1324 pages:0.1062
ic_fluent_collections_add_24_filled,
ic_fluent_payment_20_filled,bank-card:0.3414 card:0.1423 atm-card:0.1068
ic_fluent_document_pdf_24_filled,memory:0.1964 gold:0.1080
ic_fluent_likert_24_regular,
ic_fluent_wifi_4_24_regular,
ic_fluent_info_20_regular,warning:0.2266
ic_fluent_blur_16_regular,
ic_fluent_link_square_12_filled,
ic_fluent_data_line_24_regular,
ic_fluent_rewind_24_regular,megaphone:0.1156
ic_fluent_flag_24_regular,banner:0.1383 flagged:0.1371 goal:0.1320
ic_fluent_maximize_28_filled,stop:0.6299 square:0.3818 box:0.1925 cube:0.1913 dice:0.1386
ic_fluent_resize_small_24_filled,focus:0.8647 zoom:0.3759 aim:0.2876 viewfinder:0.2838 resize:0.1627 maximize:0.1382 crosshair:0.1335
ic_fluent_calligraphy_pen_checkmark_20_regular,
ic_fluent_vehicle_subway_16_filled,bus:0.7644 train:0.3163 truck:0.1779 school-bus:0.1734 subway:0.1672 coach:0.1528 public:0.1453 public-transportation:0.1266 autobus:0.1074
ic_fluent_subtract_16_filled,banner:0.1256
ic_fluent_weather_snow_48_filled,rain:0.4191
ic_fluent_share_close_tray_24_filled,down:0.1320 download:0.1085
ic_fluent_settings_28_filled,
ic_fluent_text_paragraph_direction_24_filled,signage:0.1586 shower:0.1244
